#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
FGFR1	HSP90AB1	9606.ENSP00000393312	9606.ENSP00000360609	0	0	0	0	0	0.247	0	0.552	0.648
FGFR1	SRC	9606.ENSP00000393312	9606.ENSP00000362680	0	0	0	0.697	0	0.357	0	0.523	0.680
FGFR1	PIK3CD	9606.ENSP00000393312	9606.ENSP00000366563	0	0	0	0	0	0.087	0.900	0.235	0.924
FGFR1	PLCB4	9606.ENSP00000393312	9606.ENSP00000367762	0	0	0	0	0.058	0	0.650	0.062	0.664
FGFR1	RPS6KA3	9606.ENSP00000393312	9606.ENSP00000368884	0	0	0	0.567	0.043	0.692	0	0.560	0.859
FGFR1	CALML5	9606.ENSP00000393312	9606.ENSP00000369689	0	0	0	0	0	0	0	0.486	0.486
FGFR1	JAK2	9606.ENSP00000393312	9606.ENSP00000371067	0	0	0	0.606	0	0.316	0	0.260	0.472
FGFR1	FGF9	9606.ENSP00000393312	9606.ENSP00000371790	0	0	0	0	0.042	0.713	0.900	0.998	0.999
FGFR1	GRB2	9606.ENSP00000393312	9606.ENSP00000376345	0	0	0	0	0.055	0.218	0.900	0.545	0.961
FGFR1	SOS1	9606.ENSP00000393312	9606.ENSP00000384675	0	0	0	0	0	0.618	0.900	0.701	0.987
FGFR1	BRAF	9606.ENSP00000393312	9606.ENSP00000419060	0	0	0	0.574	0.052	0.091	0	0.362	0.402
FGFR1	HOMER3	9606.ENSP00000393312	9606.ENSP00000439937	0	0	0	0	0	0	0	0.440	0.440
FGFR1	PRKCA	9606.ENSP00000393312	9606.ENSP00000408695	0	0	0	0.566	0.045	0	0	0.464	0.466
FGFR1	TRPC1	9606.ENSP00000393312	9606.ENSP00000419313	0	0	0	0	0.059	0	0	0.475	0.484
FGFR1	CALML4	9606.ENSP00000393312	9606.ENSP00000419081	0	0	0	0	0	0	0	0.494	0.494
FGFR1	NTRK1	9606.ENSP00000393312	9606.ENSP00000431418	0	0	0	0.653	0	0.099	0	0.500	0.530
FGFR1	AKT1	9606.ENSP00000393312	9606.ENSP00000451828	0	0	0	0.570	0.050	0.316	0	0.365	0.552
FGFR1	ESR1	9606.ENSP00000393312	9606.ENSP00000405330	0	0	0	0	0	0.045	0	0.553	0.555
FGFR1	KIAA1549	9606.ENSP00000393312	9606.ENSP00000416040	0	0	0	0	0.042	0.045	0	0.588	0.590
FGFR1	CDC42	9606.ENSP00000393312	9606.ENSP00000497733	0	0	0	0	0	0.071	0	0.578	0.591
FGFR1	RHOA	9606.ENSP00000393312	9606.ENSP00000400175	0	0	0	0	0	0.071	0	0.581	0.594
FGFR1	IGF1R	9606.ENSP00000393312	9606.ENSP00000497069	0	0	0	0.656	0.056	0.074	0	0.608	0.627
FGFR1	PLCB3	9606.ENSP00000393312	9606.ENSP00000443631	0	0	0	0	0.042	0	0.650	0.074	0.662
FGFR1	BDNF	9606.ENSP00000393312	9606.ENSP00000414303	0	0	0	0	0.042	0	0.650	0.627	0.864
FGFR1	RPS6KA1	9606.ENSP00000393312	9606.ENSP00000435412	0	0	0	0.569	0.043	0.592	0	0.703	0.874
FGFR1	PLCG2	9606.ENSP00000393312	9606.ENSP00000482457	0	0	0	0	0	0.124	0.900	0.161	0.920
FGFR1	PIK3CB	9606.ENSP00000393312	9606.ENSP00000501150	0	0	0	0	0	0.087	0.900	0.334	0.933
FGFR1	HRAS	9606.ENSP00000393312	9606.ENSP00000407586	0	0	0	0	0	0.099	0.900	0.614	0.962
FGFR1	PIK3R1	9606.ENSP00000393312	9606.ENSP00000428056	0	0	0	0	0.042	0.813	0.900	0.653	0.992
FGFR1	FGF13	9606.ENSP00000393312	9606.ENSP00000396198	0	0	0	0	0	0.168	0	0.998	0.998
FGFR1	FRS2	9606.ENSP00000393312	9606.ENSP00000447241	0	0	0	0	0.042	0.898	0.900	0.987	0.999
FGFR1	FGF16	9606.ENSP00000393312	9606.ENSP00000399324	0	0	0	0	0.042	0.538	0.900	0.995	0.999
FGFR4	FGF4	9606.ENSP00000292408	9606.ENSP00000168712	0	0	0	0	0.080	0.168	0.650	0.992	0.997
FGFR4	FGF20	9606.ENSP00000292408	9606.ENSP00000180166	0	0	0	0	0	0.399	0.650	0.972	0.993
FGFR4	FGF22	9606.ENSP00000292408	9606.ENSP00000215530	0	0	0	0	0	0.296	0.650	0.970	0.992
FGFR4	MAPK1	9606.ENSP00000292408	9606.ENSP00000215832	0	0	0	0.584	0	0	0.400	0.212	0.506
FGFR4	SOS2	9606.ENSP00000292408	9606.ENSP00000216373	0	0	0	0	0	0.095	0.900	0.209	0.922
FGFR4	FGF6	9606.ENSP00000292408	9606.ENSP00000228837	0	0	0	0	0	0.168	0.650	0.993	0.997
FGFR4	PLCG1	9606.ENSP00000292408	9606.ENSP00000244007	0	0	0	0	0.049	0.172	0.700	0.241	0.796
FGFR4	KRAS	9606.ENSP00000292408	9606.ENSP00000256078	0	0	0	0	0	0.099	0.900	0.470	0.948
FGFR4	PLCB2	9606.ENSP00000292408	9606.ENSP00000260402	0	0	0	0	0	0	0.650	0.079	0.664
FGFR4	PIK3C3	9606.ENSP00000292408	9606.ENSP00000262039	0	0	0	0	0	0	0.500	0.119	0.540
FGFR4	SLC9A3R1	9606.ENSP00000292408	9606.ENSP00000262613	0	0	0	0	0.044	0	0	0.464	0.465
FGFR4	MAP2K2	9606.ENSP00000292408	9606.ENSP00000262948	0	0	0	0.575	0.071	0.091	0	0.455	0.500
FGFR4	MAPK3	9606.ENSP00000292408	9606.ENSP00000263025	0	0	0	0.585	0.058	0	0.400	0.533	0.713
FGFR4	PIK3CA	9606.ENSP00000292408	9606.ENSP00000263967	0	0	0	0	0	0.122	0.650	0.512	0.837
FGFR4	CBL	9606.ENSP00000292408	9606.ENSP00000264033	0	0	0	0	0	0.112	0.650	0.148	0.712
FGFR4	FGF10	9606.ENSP00000292408	9606.ENSP00000264664	0	0	0	0	0	0.296	0.650	0.982	0.995
FGFR4	EGF	9606.ENSP00000292408	9606.ENSP00000265171	0	0	0	0	0	0	0.650	0.399	0.780
FGFR4	FGF7	9606.ENSP00000292408	9606.ENSP00000267843	0	0	0	0	0	0.296	0.650	0.983	0.995
FGFR4	FGF18	9606.ENSP00000292408	9606.ENSP00000274625	0	0	0	0	0.044	0.168	0.650	0.990	0.996
FGFR4	FN1	9606.ENSP00000292408	9606.ENSP00000346839	0	0	0	0	0	0	0	0.414	0.414
FGFR4	CALML3	9606.ENSP00000292408	9606.ENSP00000315299	0	0	0	0	0	0	0	0.417	0.417
FGFR4	GAP43	9606.ENSP00000292408	9606.ENSP00000377372	0	0	0	0	0.052	0	0	0.418	0.424
FGFR4	AKT1	9606.ENSP00000292408	9606.ENSP00000451828	0	0	0	0.565	0.068	0.213	0	0.297	0.440
FGFR4	BRAF	9606.ENSP00000292408	9606.ENSP00000419060	0	0	0	0.575	0.052	0.091	0	0.415	0.452
FGFR4	IGF1R	9606.ENSP00000292408	9606.ENSP00000497069	0	0	0	0.669	0	0.214	0	0.388	0.499
FGFR4	MTOR	9606.ENSP00000292408	9606.ENSP00000354558	0	0	0	0	0	0	0	0.559	0.559
FGFR4	ESR1	9606.ENSP00000292408	9606.ENSP00000405330	0	0	0	0	0	0.045	0	0.573	0.575
FGFR4	SRC	9606.ENSP00000292408	9606.ENSP00000362680	0	0	0.087	0.714	0.054	0.257	0	0.493	0.631
FGFR4	NEDD4L	9606.ENSP00000292408	9606.ENSP00000383199	0	0	0	0	0	0.065	0.650	0	0.658
FGFR4	PLCB3	9606.ENSP00000292408	9606.ENSP00000443631	0	0	0	0	0.067	0	0.650	0	0.659
FGFR4	PLCB4	9606.ENSP00000292408	9606.ENSP00000367762	0	0	0	0	0.042	0	0.650	0.089	0.667
FGFR4	PIK3CD	9606.ENSP00000292408	9606.ENSP00000366563	0	0	0	0	0	0.087	0.650	0.120	0.694
FGFR4	NGF	9606.ENSP00000292408	9606.ENSP00000358525	0	0	0	0	0	0	0.650	0.187	0.703
FGFR4	BDNF	9606.ENSP00000292408	9606.ENSP00000414303	0	0	0	0	0	0	0.650	0.201	0.708
FGFR4	PIK3CB	9606.ENSP00000292408	9606.ENSP00000501150	0	0	0	0	0	0.087	0.650	0.207	0.724
FGFR4	CRKL	9606.ENSP00000292408	9606.ENSP00000346300	0	0	0	0	0	0.208	0.650	0.191	0.756
FGFR4	PLCB1	9606.ENSP00000292408	9606.ENSP00000338185	0	0	0	0	0	0	0.650	0.344	0.760
FGFR4	PIK3R1	9606.ENSP00000292408	9606.ENSP00000428056	0	0	0	0	0	0.295	0.650	0.249	0.798
FGFR4	IRS1	9606.ENSP00000292408	9606.ENSP00000304895	0	0	0	0	0	0	0.650	0.494	0.815
FGFR4	SOS1	9606.ENSP00000292408	9606.ENSP00000384675	0	0	0	0	0	0.095	0.900	0.266	0.927
FGFR4	HRAS	9606.ENSP00000292408	9606.ENSP00000407586	0	0	0	0	0.042	0.099	0.900	0.425	0.943
FGFR4	NRAS	9606.ENSP00000292408	9606.ENSP00000358548	0	0	0	0	0	0.099	0.900	0.441	0.945
FGFR4	GRB2	9606.ENSP00000292408	9606.ENSP00000376345	0	0	0	0	0.055	0.218	0.900	0.403	0.950
FGFR4	FGFR1	9606.ENSP00000292408	9606.ENSP00000393312	0	0	0.061	0.955	0	0.221	0.400	0.935	0.967
FGFR4	FRS2	9606.ENSP00000292408	9606.ENSP00000447241	0	0	0	0	0	0.373	0.800	0.889	0.984
FGFR4	FGF13	9606.ENSP00000292408	9606.ENSP00000396198	0	0	0	0	0	0.168	0	0.989	0.990
FGFR4	FGF16	9606.ENSP00000292408	9606.ENSP00000399324	0	0	0	0	0	0.399	0.650	0.973	0.994
FGFR4	FGF3	9606.ENSP00000292408	9606.ENSP00000334122	0	0	0	0	0.054	0.168	0.650	0.982	0.994
FGFR4	FGF17	9606.ENSP00000292408	9606.ENSP00000352414	0	0	0	0	0.048	0.168	0.650	0.988	0.996
FGFR4	FGF9	9606.ENSP00000292408	9606.ENSP00000371790	0	0	0	0	0	0.399	0.650	0.990	0.997
FGFR4	FGF8	9606.ENSP00000292408	9606.ENSP00000321797	0	0	0	0	0.044	0.409	0.650	0.990	0.997
FGFR4	FGF5	9606.ENSP00000292408	9606.ENSP00000311697	0	0	0	0	0	0.481	0.650	0.985	0.997
FKBP1A	CDC37	9606.ENSP00000383003	9606.ENSP00000222005	0	0	0	0	0.056	0	0	0.436	0.445
FKBP1A	PPP3R1	9606.ENSP00000383003	9606.ENSP00000234310	0	0	0	0	0.112	0.973	0.500	0.773	0.996
FKBP1A	PIK3C3	9606.ENSP00000383003	9606.ENSP00000262039	0	0	0	0	0.060	0.071	0	0.368	0.400
FKBP1A	CACNA1C	9606.ENSP00000383003	9606.ENSP00000266376	0	0	0	0	0	0	0.720	0.509	0.856
FKBP1A	CACNA1D	9606.ENSP00000383003	9606.ENSP00000288139	0	0	0	0	0	0	0.720	0.041	0.720
FKBP1A	CALM3	9606.ENSP00000383003	9606.ENSP00000291295	0	0	0	0	0.253	0.304	0	0.990	0.994
FKBP1A	NFATC3	9606.ENSP00000383003	9606.ENSP00000300659	0	0	0	0	0	0	0.500	0.196	0.581
FKBP1A	MAP2K1	9606.ENSP00000383003	9606.ENSP00000302486	0	0	0	0	0.122	0	0	0.385	0.437
FKBP1A	CALML6	9606.ENSP00000383003	9606.ENSP00000304643	0	0	0	0	0.191	0.140	0	0.985	0.988
FKBP1A	IRS1	9606.ENSP00000383003	9606.ENSP00000304895	0	0	0	0	0	0.071	0	0.389	0.408
FKBP1A	ITPR1	9606.ENSP00000383003	9606.ENSP00000306253	0	0	0	0	0.054	0.474	0	0.525	0.743
FKBP1A	PRKACA	9606.ENSP00000383003	9606.ENSP00000309591	0	0	0	0	0.105	0	0	0.375	0.416
FKBP1A	CALML3	9606.ENSP00000383003	9606.ENSP00000315299	0	0	0	0	0.236	0.304	0	0.986	0.992
FKBP1A	ORAI3	9606.ENSP00000383003	9606.ENSP00000322249	0	0	0	0	0	0	0	0.548	0.548
FKBP1A	TRDN	9606.ENSP00000383003	9606.ENSP00000333984	0	0	0	0	0.082	0.071	0	0.929	0.934
FKBP1A	CACNA1H	9606.ENSP00000383003	9606.ENSP00000334198	0	0	0	0	0	0	0.720	0.069	0.728
FKBP1A	HSP90AA1	9606.ENSP00000383003	9606.ENSP00000335153	0	0	0	0	0.083	0.354	0	0.452	0.647
FKBP1A	TRPC6	9606.ENSP00000383003	9606.ENSP00000340913	0	0	0	0	0.064	0.311	0	0.694	0.785
FKBP1A	PDE4D	9606.ENSP00000383003	9606.ENSP00000345502	0	0	0	0	0.043	0	0.540	0.172	0.603
FKBP1A	ORAI2	9606.ENSP00000383003	9606.ENSP00000348752	0	0	0	0	0.050	0	0	0.564	0.568
FKBP1A	CACNA1G	9606.ENSP00000383003	9606.ENSP00000352011	0	0	0	0	0	0	0.540	0	0.540
FKBP1A	RYR1	9606.ENSP00000383003	9606.ENSP00000352608	0	0	0	0	0	0.857	0.720	0.997	0.999
FKBP1A	MTOR	9606.ENSP00000383003	9606.ENSP00000354558	0	0	0	0	0.049	0.993	0	0.997	0.999
FKBP1A	DMD	9606.ENSP00000383003	9606.ENSP00000354923	0	0	0	0	0	0	0	0.428	0.428
FKBP1A	CACNA1S	9606.ENSP00000383003	9606.ENSP00000355192	0	0	0	0	0	0	0.720	0.720	0.918
FKBP1A	RYR2	9606.ENSP00000383003	9606.ENSP00000355533	0	0	0	0	0	0.653	0	0.951	0.982
FKBP1A	CACNA1E	9606.ENSP00000383003	9606.ENSP00000356545	0	0	0	0	0	0	0.540	0	0.540
FKBP1A	NRAS	9606.ENSP00000383003	9606.ENSP00000358548	0	0	0	0	0.098	0	0	0.464	0.496
FKBP1A	CACNA1B	9606.ENSP00000383003	9606.ENSP00000360423	0	0	0	0	0	0	0.540	0	0.540
FKBP1A	HSP90AB1	9606.ENSP00000383003	9606.ENSP00000360609	0	0	0	0	0.105	0.125	0	0.452	0.534
FKBP1A	CCND3	9606.ENSP00000383003	9606.ENSP00000362082	0	0	0	0	0.093	0	0	0.461	0.490
FKBP1A	SRC	9606.ENSP00000383003	9606.ENSP00000362680	0	0	0	0	0.103	0.045	0	0.546	0.577
FKBP1A	ITPR3	9606.ENSP00000383003	9606.ENSP00000363435	0	0	0	0	0.042	0	0	0.528	0.529
FKBP1A	BCL2L1	9606.ENSP00000383003	9606.ENSP00000365230	0	0	0	0	0.067	0	0	0.511	0.524
FKBP1A	CACNA1F	9606.ENSP00000383003	9606.ENSP00000365441	0	0	0	0	0	0	0.720	0.060	0.725
FKBP1A	ASPH	9606.ENSP00000383003	9606.ENSP00000368767	0	0	0	0	0.062	0	0	0.731	0.737
FKBP1A	TRPC3	9606.ENSP00000383003	9606.ENSP00000368966	0	0	0	0	0.055	0.311	0	0.727	0.806
FKBP1A	CALML5	9606.ENSP00000383003	9606.ENSP00000369689	0	0	0	0	0.236	0.304	0	0.986	0.992
FKBP1A	FKBP1B	9606.ENSP00000383003	9606.ENSP00000370373	0	0	0.051	0.979	0.047	0.370	0	0.437	0.636
FKBP1A	PPP3CB	9606.ENSP00000383003	9606.ENSP00000378306	0	0	0	0	0.044	0.481	0.500	0.468	0.850
FKBP1A	PPP3CA	9606.ENSP00000383003	9606.ENSP00000378323	0	0	0	0	0.042	0.481	0.500	0.778	0.937
FKBP1A	NFATC2	9606.ENSP00000383003	9606.ENSP00000379330	0	0	0	0	0.042	0	0.500	0.413	0.694
FKBP1A	PPP3CC	9606.ENSP00000383003	9606.ENSP00000380878	0	0	0	0	0	0.481	0	0.218	0.577
FKBP1A	RPS6KA1	9606.ENSP00000383003	9606.ENSP00000435412	0	0	0	0	0.060	0	0	0.395	0.407
FKBP1A	TRPC4	9606.ENSP00000383003	9606.ENSP00000486109	0	0	0	0	0	0.067	0	0.403	0.419
FKBP1A	CDC42	9606.ENSP00000383003	9606.ENSP00000497733	0	0	0	0	0.202	0.143	0	0.257	0.448
FKBP1A	PPP3R2	9606.ENSP00000383003	9606.ENSP00000498330	0	0	0	0	0.074	0.412	0	0.085	0.458
FKBP1A	CIB1	9606.ENSP00000383003	9606.ENSP00000479860	0	0	0	0	0.074	0.404	0	0.177	0.506
FKBP1A	TRPC1	9606.ENSP00000383003	9606.ENSP00000419313	0	0	0	0	0	0.067	0	0.517	0.530
FKBP1A	PRKCA	9606.ENSP00000383003	9606.ENSP00000408695	0	0	0	0	0.062	0	0	0.528	0.538
FKBP1A	CACNA1A	9606.ENSP00000383003	9606.ENSP00000489829	0	0	0	0	0	0	0.540	0	0.540
FKBP1A	STIM2	9606.ENSP00000383003	9606.ENSP00000417569	0	0	0	0	0.045	0	0	0.586	0.587
FKBP1A	ORAI1	9606.ENSP00000383003	9606.ENSP00000482568	0	0	0	0	0.074	0	0	0.592	0.606
FKBP1A	FKBP8	9606.ENSP00000383003	9606.ENSP00000471700	0	0	0	0.762	0.062	0	0	0.600	0.608
FKBP1A	NFATC1	9606.ENSP00000383003	9606.ENSP00000389377	0	0	0	0	0	0	0.500	0.288	0.628
FKBP1A	STIM1	9606.ENSP00000383003	9606.ENSP00000478059	0	0	0	0	0.052	0	0	0.652	0.656
FKBP1A	RHOA	9606.ENSP00000383003	9606.ENSP00000400175	0	0	0	0	0.294	0	0.500	0.230	0.704
FKBP1A	AKT1	9606.ENSP00000383003	9606.ENSP00000451828	0	0	0	0	0.049	0.045	0	0.730	0.734
FKBP1A	RYR3	9606.ENSP00000383003	9606.ENSP00000489262	0	0	0	0	0	0.730	0	0.686	0.911
FKBP1A	CALML4	9606.ENSP00000383003	9606.ENSP00000419081	0	0	0	0	0.191	0.140	0	0.985	0.988
FKBP1B	KCNQ1	9606.ENSP00000370373	9606.ENSP00000155840	0	0	0	0	0	0.102	0	0.528	0.558
FKBP1B	PPP3R1	9606.ENSP00000370373	9606.ENSP00000234310	0	0	0	0	0.076	0.747	0	0.475	0.866
FKBP1B	CASQ2	9606.ENSP00000370373	9606.ENSP00000261448	0	0	0	0	0	0.071	0	0.864	0.868
FKBP1B	KCNH2	9606.ENSP00000370373	9606.ENSP00000262186	0	0	0	0	0.095	0	0	0.522	0.549
FKBP1B	SRI	9606.ENSP00000370373	9606.ENSP00000265729	0	0	0	0	0.092	0	0	0.605	0.626
FKBP1B	CACNA1C	9606.ENSP00000370373	9606.ENSP00000266376	0	0	0	0	0	0	0	0.447	0.447
FKBP1B	AKAP6	9606.ENSP00000370373	9606.ENSP00000280979	0	0	0	0	0	0	0	0.929	0.929
FKBP1B	CALM3	9606.ENSP00000370373	9606.ENSP00000291295	0	0	0	0	0.240	0.854	0	0.889	0.986
FKBP1B	CALML6	9606.ENSP00000370373	9606.ENSP00000304643	0	0	0	0	0.191	0.140	0	0.929	0.947
FKBP1B	ITPR1	9606.ENSP00000370373	9606.ENSP00000306253	0	0	0	0	0	0	0	0.431	0.431
FKBP1B	PRKACA	9606.ENSP00000370373	9606.ENSP00000309591	0	0	0	0	0	0	0	0.845	0.845
FKBP1B	CALML3	9606.ENSP00000370373	9606.ENSP00000315299	0	0	0	0	0.236	0.304	0	0.935	0.962
FKBP1B	SCN5A	9606.ENSP00000370373	9606.ENSP00000328968	0	0	0	0	0	0	0	0.585	0.585
FKBP1B	TRDN	9606.ENSP00000370373	9606.ENSP00000333984	0	0	0	0	0.082	0.071	0.500	0.962	0.981
FKBP1B	RYR1	9606.ENSP00000370373	9606.ENSP00000352608	0	0	0	0	0	0.485	0.500	0.980	0.994
FKBP1B	MTOR	9606.ENSP00000370373	9606.ENSP00000354558	0	0	0	0	0	0.290	0	0.408	0.562
FKBP1B	RYR2	9606.ENSP00000370373	9606.ENSP00000355533	0	0	0	0	0	0.977	0.500	0.999	0.999
FKBP1B	PRKACB	9606.ENSP00000370373	9606.ENSP00000359719	0	0	0	0	0.042	0	0	0.845	0.846
FKBP1B	JPH2	9606.ENSP00000370373	9606.ENSP00000362071	0	0	0	0	0	0	0	0.444	0.444
FKBP1B	ITPR3	9606.ENSP00000370373	9606.ENSP00000363435	0	0	0	0	0	0	0	0.402	0.402
FKBP1B	PRKACG	9606.ENSP00000370373	9606.ENSP00000366488	0	0	0	0	0	0	0	0.845	0.845
FKBP1B	ASPH	9606.ENSP00000370373	9606.ENSP00000368767	0	0	0	0	0	0	0.500	0.907	0.951
FKBP1B	CALML5	9606.ENSP00000370373	9606.ENSP00000369689	0	0	0	0	0.236	0.304	0	0.935	0.962
FKBP1B	CIB1	9606.ENSP00000370373	9606.ENSP00000479860	0	0	0	0	0.074	0.404	0	0.074	0.444
FKBP1B	PPP3R2	9606.ENSP00000370373	9606.ENSP00000498330	0	0	0	0	0.074	0.412	0	0.067	0.447
FKBP1B	PPP3CC	9606.ENSP00000370373	9606.ENSP00000380878	0	0	0	0	0	0.481	0	0.192	0.562
FKBP1B	KCNE1	9606.ENSP00000370373	9606.ENSP00000382226	0	0	0	0	0	0	0	0.579	0.579
FKBP1B	PPP3CA	9606.ENSP00000370373	9606.ENSP00000378323	0	0	0	0	0	0.481	0	0.265	0.602
FKBP1B	PPP3CB	9606.ENSP00000370373	9606.ENSP00000378306	0	0	0	0	0	0.481	0	0.301	0.621
FKBP1B	FKBP1A	9606.ENSP00000370373	9606.ENSP00000383003	0	0	0.051	0.979	0.047	0.370	0	0.437	0.636
FKBP1B	CALML4	9606.ENSP00000370373	9606.ENSP00000419081	0	0	0	0	0.191	0.140	0	0.929	0.947
FKBP1B	RYR3	9606.ENSP00000370373	9606.ENSP00000489262	0	0	0	0	0	0.610	0.500	0.818	0.961
FKBP8	CDC37	9606.ENSP00000471700	9606.ENSP00000222005	0	0	0	0	0.080	0.199	0	0.262	0.409
FKBP8	KCNH2	9606.ENSP00000471700	9606.ENSP00000262186	0	0	0	0	0.095	0.292	0	0.523	0.668
FKBP8	EGFR	9606.ENSP00000471700	9606.ENSP00000275493	0	0	0	0	0.047	0.329	0	0.140	0.402
FKBP8	CALM3	9606.ENSP00000471700	9606.ENSP00000291295	0	0	0	0	0.117	0.365	0	0.702	0.818
FKBP8	CALML6	9606.ENSP00000471700	9606.ENSP00000304643	0	0	0	0	0.091	0.140	0	0.706	0.750
FKBP8	PRKACA	9606.ENSP00000471700	9606.ENSP00000309591	0	0	0	0	0.105	0.332	0	0.186	0.471
FKBP8	CALML3	9606.ENSP00000471700	9606.ENSP00000315299	0	0	0	0	0.074	0.140	0	0.705	0.744
FKBP8	HSP90AA1	9606.ENSP00000471700	9606.ENSP00000335153	0	0	0	0	0.103	0.660	0	0.985	0.995
FKBP8	MTOR	9606.ENSP00000471700	9606.ENSP00000354558	0	0	0	0	0.047	0.562	0	0.895	0.952
FKBP8	HSP90AB1	9606.ENSP00000471700	9606.ENSP00000360609	0	0	0	0	0.099	0.452	0	0.980	0.989
FKBP8	BCL2L1	9606.ENSP00000471700	9606.ENSP00000365230	0	0	0	0	0.433	0.510	0	0.788	0.935
FKBP8	CALML5	9606.ENSP00000471700	9606.ENSP00000369689	0	0	0	0	0.074	0.140	0	0.705	0.744
FKBP8	FKBP1A	9606.ENSP00000471700	9606.ENSP00000383003	0	0	0	0.762	0.062	0	0	0.600	0.608
FKBP8	CALML4	9606.ENSP00000471700	9606.ENSP00000419081	0	0	0	0	0.074	0.140	0	0.706	0.745
FKBP8	AKT1	9606.ENSP00000471700	9606.ENSP00000451828	0	0	0	0	0.108	0.045	0	0.489	0.527
FKBP8	SDF4	9606.ENSP00000471700	9606.ENSP00000499387	0	0	0	0	0.108	0	0	0.377	0.420
FN1	FGF4	9606.ENSP00000346839	9606.ENSP00000168712	0	0	0	0	0	0	0	0.799	0.799
FN1	FGF20	9606.ENSP00000346839	9606.ENSP00000180166	0	0	0	0	0	0	0	0.797	0.797
FN1	FGF22	9606.ENSP00000346839	9606.ENSP00000215530	0	0	0	0	0	0	0	0.799	0.799
FN1	MAPK1	9606.ENSP00000346839	9606.ENSP00000215832	0	0	0	0	0	0	0.500	0.455	0.716
FN1	FGF6	9606.ENSP00000346839	9606.ENSP00000228837	0	0	0	0	0	0	0	0.799	0.799
FN1	PLCG1	9606.ENSP00000346839	9606.ENSP00000244007	0	0	0	0	0.060	0	0.500	0.318	0.651
FN1	RAP1B	9606.ENSP00000346839	9606.ENSP00000250559	0	0	0	0	0.042	0.071	0.400	0.294	0.572
FN1	KRAS	9606.ENSP00000346839	9606.ENSP00000256078	0	0	0	0	0	0	0.500	0.480	0.728
FN1	CCND2	9606.ENSP00000346839	9606.ENSP00000261254	0	0	0	0	0.057	0	0	0.588	0.595
FN1	MAP2K2	9606.ENSP00000346839	9606.ENSP00000262948	0	0	0	0	0.086	0	0.500	0.144	0.574
FN1	MAPK3	9606.ENSP00000346839	9606.ENSP00000263025	0	0	0	0	0	0	0.500	0.672	0.829
FN1	ATP2B3	9606.ENSP00000346839	9606.ENSP00000263519	0	0	0	0	0	0	0	0.418	0.418
FN1	STRN	9606.ENSP00000346839	9606.ENSP00000263918	0	0	0	0	0	0	0.400	0.102	0.438
FN1	PIK3CA	9606.ENSP00000346839	9606.ENSP00000263967	0	0	0	0	0	0	0.500	0.359	0.665
FN1	CBL	9606.ENSP00000346839	9606.ENSP00000264033	0	0	0	0	0	0.900	0	0.472	0.944
FN1	YWHAE	9606.ENSP00000346839	9606.ENSP00000264335	0	0	0	0	0.044	0.072	0	0.452	0.471
FN1	FGF10	9606.ENSP00000346839	9606.ENSP00000264664	0	0	0	0	0	0	0	0.799	0.799
FN1	ENPEP	9606.ENSP00000346839	9606.ENSP00000265162	0	0	0	0	0.058	0	0	0.414	0.425
FN1	EGF	9606.ENSP00000346839	9606.ENSP00000265171	0	0	0	0	0	0	0	0.960	0.960
FN1	FGF7	9606.ENSP00000346839	9606.ENSP00000267843	0	0	0	0	0.044	0	0	0.801	0.802
FN1	IQGAP1	9606.ENSP00000346839	9606.ENSP00000268182	0	0	0	0	0.049	0.071	0.400	0.572	0.742
FN1	FGF18	9606.ENSP00000346839	9606.ENSP00000274625	0	0	0	0	0.042	0	0	0.799	0.800
FN1	EGFR	9606.ENSP00000346839	9606.ENSP00000275493	0	0	0	0	0.138	0.292	0	0.916	0.944
FN1	ARAF	9606.ENSP00000346839	9606.ENSP00000290277	0	0	0	0	0.055	0	0.500	0.117	0.546
FN1	CALM3	9606.ENSP00000346839	9606.ENSP00000291295	0	0	0	0	0	0	0	0.659	0.659
FN1	FGFR4	9606.ENSP00000346839	9606.ENSP00000292408	0	0	0	0	0	0	0	0.414	0.414
FN1	NOS3	9606.ENSP00000346839	9606.ENSP00000297494	0	0	0	0	0.049	0	0	0.515	0.519
FN1	MAP2K1	9606.ENSP00000346839	9606.ENSP00000302486	0	0	0	0	0.086	0	0.500	0.451	0.727
FN1	CALML6	9606.ENSP00000346839	9606.ENSP00000304643	0	0	0	0	0	0	0	0.642	0.642
FN1	IRS1	9606.ENSP00000346839	9606.ENSP00000304895	0	0	0	0	0.084	0	0.500	0.554	0.777
FN1	ANTXR2	9606.ENSP00000346839	9606.ENSP00000306185	0	0	0	0	0.058	0	0	0.462	0.472
FN1	GP6	9606.ENSP00000346839	9606.ENSP00000308782	0	0	0	0	0	0.045	0	0.931	0.932
FN1	PRKACA	9606.ENSP00000346839	9606.ENSP00000309591	0	0	0	0	0	0	0	0.432	0.432
FN1	FGF5	9606.ENSP00000346839	9606.ENSP00000311697	0	0	0	0	0	0	0	0.799	0.799
FN1	CALML3	9606.ENSP00000346839	9606.ENSP00000315299	0	0	0	0	0	0	0	0.642	0.642
FN1	TAC1	9606.ENSP00000346839	9606.ENSP00000321106	0	0	0	0	0	0	0	0.593	0.593
